"Player","Team","Position","Team","From","To","Date (PST)","Gameweek"
"Odsonne Edouard","CRY","F","mg","Reserve","Active","Sun Dec 17, 2023, 12:59PM","18"
"Ryan Christie","BOU","M","mg","Reserve","Active","Sun Dec 17, 2023, 12:52PM","18"
"Nathan Collins","BRF","D","mg","Active","Reserve","Sun Dec 17, 2023, 12:52PM","18"
"Nathan Collins","BRF","D","mg","Inj Res","Active","Sun Dec 17, 2023, 12:52PM","18"
"Luke Shaw","MUN","D","tj","Reserve","Active","Sun Dec 17, 2023, 12:49PM","18"
"Marcus Tavernier","BOU","M","tj","Reserve","Active","Sun Dec 17, 2023, 12:49PM","18"
"Dominik Szoboszlai","LIV","M","tj","Active","Reserve","Sun Dec 17, 2023, 12:49PM","18"
"Ethan Pinnock","BRF","D","tj","Reserve","Active","Sun Dec 17, 2023, 12:49PM","18"
"Kieran Trippier","NEW","D","tj","Active","Reserve","Sun Dec 17, 2023, 12:49PM","18"
"Lucas Digne","AVL","D","tj","Active","Reserve","Sun Dec 17, 2023, 12:49PM","18"
"Lewis Dunk","BHA","D","aj","Reserve","Active","Sun Dec 17, 2023, 12:24PM","17"
"Manuel Akanji","MCI","D","aj","Active","Reserve","Sun Dec 17, 2023, 12:24PM","17"
"Erling Haaland","MCI","F","zach","Active","Reserve","Sun Dec 17, 2023, 12:24PM","17"
"Dominic Calvert-Lewin","EVE","F","zach","Reserve","Active","Sun Dec 17, 2023, 12:24PM","17"
"Michael Olise","CRY","M","tj","Reserve","Active","Sun Dec 17, 2023, 12:24PM","17"
"Marcos Senesi","BOU","D","tj","Active","Reserve","Sun Dec 17, 2023, 12:24PM","17"
"Lucas Digne","AVL","D","tj","Active","Reserve","Sun Dec 17, 2023, 12:24PM","17"
"Harry Toffolo","NOT","D","tj","Reserve","Active","Sun Dec 17, 2023, 12:24PM","17"
"Ryan Gravenberch","LIV","M","sean","Active","Reserve","Sun Dec 17, 2023, 11:11AM","18"
"Julian Alvarez","MCI","F","sean","Active","Reserve","Sun Dec 17, 2023, 11:11AM","18"
"Joel Ward","CRY","D","sean","Reserve","Active","Sun Dec 17, 2023, 11:11AM","18"
"Tom Cairney","FUL","M","sean","Reserve","Active","Sun Dec 17, 2023, 11:11AM","18"
"Kyle Walker","MCI","D","sean","Active","Reserve","Sun Dec 17, 2023, 11:10AM","18"
"Fabian Schar","NEW","D","sean","Reserve","Active","Sun Dec 17, 2023, 11:10AM","18"
"William Saliba","ARS","D","ben","Active","Reserve","Sun Dec 17, 2023, 5:53AM","17"
"Matty Cash","AVL","D","ben","Reserve","Active","Sun Dec 17, 2023, 5:53AM","17"
"Ryan Christie","BOU","M","mg","Active","Reserve","Sun Dec 17, 2023, 5:38AM","17"
"Jacob Ramsey","AVL","M","vu","Reserve","Active","Sun Dec 17, 2023, 5:08AM","17"
"Joao Pedro","BHA","F","vu","Active","Reserve","Sun Dec 17, 2023, 5:08AM","17"
"Lucas Digne","AVL","D","tj","Reserve","Active","Sat Dec 16, 2023, 8:35PM","17"
"Marcus Tavernier","BOU","M","tj","Active","Reserve","Sat Dec 16, 2023, 8:35PM","17"
"Luke Shaw","MUN","D","tj","Reserve","Active","Sat Dec 16, 2023, 12:33PM","17"
"Lucas Digne","AVL","D","tj","Active","Reserve","Sat Dec 16, 2023, 12:33PM","17"
"Luke Shaw","MUN","D","tj","Inj Res","Reserve","Sat Dec 16, 2023, 12:03PM","17"
"Mathias Jensen","BRF","M","tj","Reserve","Inj Res","Sat Dec 16, 2023, 12:03PM","17"
"Lucas Digne","AVL","D","tj","Reserve","Active","Sat Dec 16, 2023, 9:27AM","17"
"Rasmus Hojlund","MUN","F","tj","Active","Reserve","Sat Dec 16, 2023, 9:27AM","17"
"Harry Toffolo","NOT","D","tj","Reserve","Active","Sat Dec 16, 2023, 9:04AM","18"
"Mykhailo Mudryk","CHE","M","tj","Active","Reserve","Sat Dec 16, 2023, 9:04AM","18"
"Rasmus Hojlund","MUN","F","tj","Reserve","Active","Sat Dec 16, 2023, 9:03AM","17"
"Luke Shaw","MUN","D","tj","Active","Inj Res","Sat Dec 16, 2023, 9:03AM","17"
"Mathias Jensen","BRF","M","tj","Inj Res","Reserve","Sat Dec 16, 2023, 9:03AM","17"
"Vitalii Mykolenko","EVE","D","mg","Active","Reserve","Sat Dec 16, 2023, 8:56AM","17"
"Ibrahima Konate","LIV","D","mg","Reserve","Active","Sat Dec 16, 2023, 8:56AM","17"
"Ivan Toney","BRF","F","vu","Active","Reserve","Sat Dec 16, 2023, 7:24AM","17"
"Mason Greenwood","MUN","F","vu","Active","Reserve","Sat Dec 16, 2023, 7:24AM","17"
"Joao Pedro","BHA","F","vu","Reserve","Active","Sat Dec 16, 2023, 7:24AM","17"
"Ben White","ARS","D","vu","Reserve","Active","Sat Dec 16, 2023, 7:24AM","17"
"Ben White","ARS","D","vu","Active","Reserve","Sat Dec 16, 2023, 6:45AM","17"
"Mason Greenwood","MUN","F","vu","Reserve","Active","Sat Dec 16, 2023, 6:45AM","17"
"Rico Lewis","MCI","D","ben","Reserve","Active","Sat Dec 16, 2023, 6:42AM","17"
"Willian","FUL","F","ben","Active","Reserve","Sat Dec 16, 2023, 6:42AM","17"
"Lewis Cook","BOU","M","mg","Active","Reserve","Sat Dec 16, 2023, 6:24AM","17"
"Ryan Christie","BOU","M","mg","Reserve","Active","Sat Dec 16, 2023, 6:24AM","17"
"Mykhailo Mudryk","CHE","M","tj","Reserve","Active","Sat Dec 16, 2023, 6:22AM","17"
"Rasmus Hojlund","MUN","F","tj","Active","Reserve","Sat Dec 16, 2023, 6:22AM","17"
"Gabriel Magalhaes","ARS","D","rafa","Active","Reserve","Sat Dec 16, 2023, 6:17AM","17"
"Jack Grealish","MCI","M","rafa","Reserve","Active","Sat Dec 16, 2023, 6:17AM","17"
"Malo Gusto","CHE","D","vu","Active","Reserve","Sat Dec 16, 2023, 6:09AM","17"
"Ben White","ARS","D","vu","Reserve","Active","Sat Dec 16, 2023, 6:09AM","17"
"Callum Wilson","NEW","F","katabe","Active","Reserve","Sat Dec 16, 2023, 2:13AM","17"
"Nicolas Jackson","CHE","F","katabe","Reserve","Active","Sat Dec 16, 2023, 2:13AM","17"
"Nicolas Jackson","CHE","F","katabe","Active","Reserve","Sat Dec 16, 2023, 2:12AM","17"
"Callum Wilson","NEW","F","katabe","Reserve","Active","Sat Dec 16, 2023, 2:12AM","17"
"Bruno Fernandes","MUN","M","mg","Reserve","Active","Sat Dec 16, 2023, 1:15AM","17"
"Ryan Christie","BOU","M","mg","Active","Reserve","Sat Dec 16, 2023, 1:15AM","17"
"John McGinn","AVL","M","mg","Reserve","Active","Sat Dec 16, 2023, 1:15AM","17"
"Odsonne Edouard","CRY","F","mg","Active","Reserve","Sat Dec 16, 2023, 1:15AM","17"
"Lewis Cook","BOU","M","mg","Reserve","Active","Sat Dec 16, 2023, 1:14AM","17"
"Bruno Fernandes","MUN","M","mg","Active","Reserve","Sat Dec 16, 2023, 1:14AM","17"
"John McGinn","AVL","M","mg","Active","Reserve","Sat Dec 16, 2023, 1:12AM","17"
"Milos Kerkez","BOU","D","mg","Reserve","Active","Sat Dec 16, 2023, 1:12AM","17"
"Robert Sanchez","CHE","G","md","Active","Reserve","Fri Dec 15, 2023, 4:15PM","17"
"Ederson","MCI","G","md","Reserve","Active","Fri Dec 15, 2023, 4:15PM","17"
"John McGinn","AVL","M","mg","Reserve","Active","Fri Dec 15, 2023, 2:58PM","17"
"Eberechi Eze","CRY","M","mg","Active","Reserve","Fri Dec 15, 2023, 2:58PM","17"
"Virgil van Dijk","LIV","D","mg","Reserve","Active","Fri Dec 15, 2023, 2:23PM","17"
"Ibrahima Konate","LIV","D","mg","Active","Reserve","Fri Dec 15, 2023, 2:23PM","17"
"Jamaal Lascelles","NEW","D","mg","Active","Reserve","Fri Dec 15, 2023, 2:23PM","17"
"Vitalii Mykolenko","EVE","D","mg","Reserve","Active","Fri Dec 15, 2023, 2:23PM","17"
"Virgil van Dijk","LIV","D","mg","Active","Reserve","Fri Dec 15, 2023, 2:23PM","17"
"Jamaal Lascelles","NEW","D","mg","Reserve","Active","Fri Dec 15, 2023, 2:23PM","17"
"Ibrahima Konate","LIV","D","mg","Reserve","Active","Fri Dec 15, 2023, 2:23PM","17"
"Vitalii Mykolenko","EVE","D","mg","Active","Reserve","Fri Dec 15, 2023, 2:23PM","17"
"Yves Bissouma","TOT","M","aj","Active","Reserve","Fri Dec 15, 2023, 1:30PM","18"
"Douglas Luiz","AVL","M","aj","Reserve","Active","Fri Dec 15, 2023, 1:30PM","18"
"Luke Shaw","MUN","D","tj","Active","Reserve","Fri Dec 15, 2023, 11:48AM","18"
"Luke Shaw","MUN","D","tj","Reserve","Active","Fri Dec 15, 2023, 11:48AM","17"
"Harry Toffolo","NOT","D","tj","Active","Reserve","Fri Dec 15, 2023, 11:48AM","17"
"David Raya","BRF/ARS","G","ben","Reserve","Active","Fri Dec 15, 2023, 11:27AM","17"
"Guglielmo Vicario","TOT","G","ben","Active","Reserve","Fri Dec 15, 2023, 11:27AM","17"
"David Raya","BRF/ARS","G","ben","Active","Reserve","Fri Dec 15, 2023, 11:08AM","17"
"Guglielmo Vicario","TOT","G","ben","Reserve","Active","Fri Dec 15, 2023, 11:08AM","17"
"Reece James","CHE","D","tj","Active","Reserve","Fri Dec 15, 2023, 11:05AM","18"
"Ibrahima Konate","LIV","D","mg","Active","Reserve","Fri Dec 15, 2023, 10:14AM","17"
"Odsonne Edouard","CRY","F","mg","Reserve","Active","Fri Dec 15, 2023, 10:14AM","17"
"Matty Cash","AVL","D","ben","Active","Reserve","Fri Dec 15, 2023, 7:53AM","17"
"Diego Carlos","AVL","D","ben","Reserve","Active","Fri Dec 15, 2023, 7:53AM","17"
"Diego Carlos","AVL","D","ben","Active","Reserve","Fri Dec 15, 2023, 7:45AM","17"
"Matty Cash","AVL","D","ben","Reserve","Active","Fri Dec 15, 2023, 7:45AM","17"
"Reece James","CHE","D","tj","Inj Res","Active","Fri Dec 15, 2023, 7:29AM","17"
"Mathias Jensen","BRF","M","tj","Active","Inj Res","Fri Dec 15, 2023, 7:29AM","17"
"Ben White","ARS","D","vu","Active","Reserve","Fri Dec 15, 2023, 6:07AM","17"
"Malo Gusto","CHE","D","vu","Reserve","Active","Fri Dec 15, 2023, 6:07AM","17"
"Tosin Adarabioyo","FUL","D","katabe","Reserve","Active","Thu Dec 14, 2023, 11:15PM","17"
"Harry Maguire","MUN","D","katabe","Active","Reserve","Thu Dec 14, 2023, 11:15PM","17"
"Jordan Pickford","EVE","G","katabe","Reserve","Active","Thu Dec 14, 2023, 11:15PM","17"
"Sam Johnstone","CRY","G","katabe","Active","Reserve","Thu Dec 14, 2023, 11:15PM","17"
"Trent Alexander-Arnold","LIV","D","rafa","Reserve","Active","Thu Dec 14, 2023, 7:37PM","17"
"Antoine Semenyo","BOU","F","rafa","Active","Reserve","Thu Dec 14, 2023, 7:37PM","17"
"Pedro Porro","TOT","D","mg","Reserve","Active","Wed Dec 13, 2023, 10:58PM","17"
"Cristian Romero","TOT","D","mg","Active","Reserve","Wed Dec 13, 2023, 10:58PM","17"
"Trent Alexander-Arnold","LIV","D","rafa","Inj Res","Reserve","Wed Dec 13, 2023, 6:37PM","17"
"Ansu Fati","BHA","F","rafa","Reserve","Inj Res","Wed Dec 13, 2023, 6:37PM","17"
"Trent Alexander-Arnold","LIV","D","rafa","Active","Inj Res","Wed Dec 13, 2023, 6:37PM","17"
"Dan Burn","NEW","D","rafa","Inj Res","Active","Wed Dec 13, 2023, 6:37PM","17"
"Antoine Semenyo","BOU","F","rafa","Reserve","Active","Wed Dec 13, 2023, 6:34PM","17"
"Matheus Cunha","WOL","F","rafa","Active","Reserve","Wed Dec 13, 2023, 6:34PM","17"
"Joelinton","NEW","M","vu","Reserve","Active","Wed Dec 13, 2023, 12:59PM","17"
"Raul Jimenez","FUL","F","vu","Active","Reserve","Wed Dec 13, 2023, 12:59PM","17"
"Christopher Nkunku","CHE","F","vu","Reserve","Inj Res","Wed Dec 13, 2023, 11:21AM","17"
"Malo Gusto","CHE","D","vu","Inj Res","Reserve","Wed Dec 13, 2023, 11:21AM","17"
"Ryan Christie","BOU","M","mg","Reserve","Active","Wed Dec 13, 2023, 7:17AM","17"
"John McGinn","AVL","M","mg","Active","Reserve","Wed Dec 13, 2023, 7:17AM","17"
"Raul Jimenez","FUL","F","vu","Reserve","Active","Tue Dec 12, 2023, 3:53PM","17"
"Christopher Nkunku","CHE","F","vu","Active","Reserve","Tue Dec 12, 2023, 3:53PM","17"
"Michael Olise","CRY","M","tj","Reserve","Active","Tue Dec 12, 2023, 1:31PM","18"
"Mathias Jensen","BRF","M","tj","Active","Reserve","Tue Dec 12, 2023, 1:31PM","18"
"Kieran Trippier","NEW","D","tj","Reserve","Active","Tue Dec 12, 2023, 1:31PM","18"
"Ethan Pinnock","BRF","D","tj","Active","Reserve","Tue Dec 12, 2023, 1:31PM","18"
"Mathias Jensen","BRF","M","tj","Reserve","Active","Tue Dec 12, 2023, 1:26PM","17"
"Luke Shaw","MUN","D","tj","Active","Reserve","Tue Dec 12, 2023, 1:26PM","17"
"Eberechi Eze","CRY","M","mg","Reserve","Active","Tue Dec 12, 2023, 11:36AM","17"
"Ryan Christie","BOU","M","mg","Active","Reserve","Tue Dec 12, 2023, 11:36AM","17"
"Eberechi Eze","CRY","M","mg","Inj Res","Reserve","Tue Dec 12, 2023, 11:36AM","17"
"Nathan Collins","BRF","D","mg","Reserve","Inj Res","Tue Dec 12, 2023, 11:36AM","17"
"Nathan Collins","BRF","D","mg","Active","Reserve","Tue Dec 12, 2023, 11:36AM","17"
"Ryan Christie","BOU","M","mg","Reserve","Active","Tue Dec 12, 2023, 11:36AM","17"
"Ibrahima Konate","LIV","D","mg","Reserve","Active","Tue Dec 12, 2023, 11:35AM","17"
"Pedro Porro","TOT","D","mg","Active","Reserve","Tue Dec 12, 2023, 11:35AM","17"
"Odsonne Edouard","CRY","F","mg","Active","Reserve","Tue Dec 12, 2023, 11:33AM","17"
"Cristian Romero","TOT","D","mg","Reserve","Active","Tue Dec 12, 2023, 11:33AM","17"
"Nathan Collins","BRF","D","mg","Inj Res","Active","Tue Dec 12, 2023, 11:29AM","17"
"Eberechi Eze","CRY","M","mg","Active","Inj Res","Tue Dec 12, 2023, 11:29AM","17"
"Fabian Schar","NEW","D","sean","Active","Reserve","Tue Dec 12, 2023, 9:38AM","17"
"Jarell Quansah","LIV","D","sean","Reserve","Active","Tue Dec 12, 2023, 9:38AM","17"
"Nathan Collins","BRF","D","mg","Active","Inj Res","Tue Dec 12, 2023, 9:35AM","17"
"Eberechi Eze","CRY","M","mg","Inj Res","Active","Tue Dec 12, 2023, 9:35AM","17"
"Lewis Dunk","BHA","D","aj","Active","Reserve","Tue Dec 12, 2023, 9:14AM","17"
"Manuel Akanji","MCI","D","aj","Reserve","Active","Tue Dec 12, 2023, 9:14AM","17"
"Diego Carlos","AVL","D","ben","Reserve","Active","Tue Dec 12, 2023, 7:10AM","17"
"Matty Cash","AVL","D","ben","Active","Reserve","Tue Dec 12, 2023, 7:10AM","17"
"Timothy Castagne","LEI/FUL","D","vu","Reserve","Active","Tue Dec 12, 2023, 7:10AM","17"
"Alejandro Garnacho","MUN","M","vu","Active","Reserve","Tue Dec 12, 2023, 7:10AM","17"
"Richarlison","TOT","F","aj","Reserve","Active","Tue Dec 12, 2023, 7:09AM","17"
"Douglas Luiz","AVL","M","aj","Active","Reserve","Tue Dec 12, 2023, 7:09AM","17"
"Malo Gusto","CHE","D","vu","Reserve","Inj Res","Tue Dec 12, 2023, 7:09AM","17"
"Christopher Nkunku","CHE","F","vu","Inj Res","Active","Tue Dec 12, 2023, 7:09AM","17"
"Raul Jimenez","FUL","F","vu","Active","Reserve","Tue Dec 12, 2023, 7:09AM","17"
"Ivan Toney","BRF","F","vu","Reserve","Active","Tue Dec 12, 2023, 7:08AM","17"
"Joelinton","NEW","M","vu","Active","Reserve","Tue Dec 12, 2023, 7:08AM","17"
"Marcus Rashford","MUN","F","ben","Active","Reserve","Mon Dec 11, 2023, 11:13PM","17"
"Nathan Ake","MCI","D","ben","Reserve","Active","Mon Dec 11, 2023, 11:13PM","17"
"Eberechi Eze","CRY","M","mg","Active","Inj Res","Mon Dec 11, 2023, 7:32AM","17"
"Nathan Collins","BRF","D","mg","Inj Res","Active","Mon Dec 11, 2023, 7:32AM","17"
"Jamaal Lascelles","NEW","D","mg","Active","Reserve","Mon Dec 11, 2023, 7:31AM","17"
"Vitalii Mykolenko","EVE","D","mg","Reserve","Active","Mon Dec 11, 2023, 7:31AM","17"
"Jamaal Lascelles","NEW","D","mg","Inj Res","Active","Sun Dec 10, 2023, 8:16PM","17"
"Nathan Collins","BRF","D","mg","Active","Inj Res","Sun Dec 10, 2023, 8:16PM","17"
"Nathan Ake","MCI","D","ben","Active","Reserve","Sun Dec 10, 2023, 7:24PM","17"
"Marcus Rashford","MUN","F","ben","Reserve","Active","Sun Dec 10, 2023, 7:24PM","17"
"Matty Cash","AVL","D","ben","Reserve","Active","Sun Dec 10, 2023, 7:23PM","17"
"Jarrad Branthwaite","EVE","D","ben","Active","Reserve","Sun Dec 10, 2023, 7:23PM","17"
"Jordan Ayew","CRY","F","aj","Active","Reserve","Sun Dec 10, 2023, 3:30PM","17"
"Pape Sarr","TOT","M","aj","Reserve","Active","Sun Dec 10, 2023, 3:30PM","17"
"Manuel Akanji","MCI","D","aj","Active","Reserve","Sun Dec 10, 2023, 3:30PM","17"
"Willy Boly","NOT","D","aj","Reserve","Active","Sun Dec 10, 2023, 3:30PM","17"
"Cristian Romero","TOT","D","mg","Active","Reserve","Sun Dec 10, 2023, 12:28PM","17"
"Christian Norgaard","BRF","M","mg","Active","Reserve","Sun Dec 10, 2023, 12:28PM","17"
"Vitalii Mykolenko","EVE","D","mg","Active","Reserve","Sun Dec 10, 2023, 12:28PM","17"
"Eberechi Eze","CRY","M","mg","Reserve","Active","Sun Dec 10, 2023, 12:28PM","17"
"Odsonne Edouard","CRY","F","mg","Reserve","Active","Sun Dec 10, 2023, 12:28PM","17"
"Nathan Collins","BRF","D","mg","Reserve","Active","Sun Dec 10, 2023, 12:28PM","17"
"Eberechi Eze","CRY","M","mg","Active","Reserve","Sun Dec 10, 2023, 12:24PM","16"
"John McGinn","AVL","M","mg","Reserve","Active","Sun Dec 10, 2023, 12:24PM","16"
"Nathan Collins","BRF","D","mg","Active","Reserve","Sun Dec 10, 2023, 12:24PM","16"
"Cristian Romero","TOT","D","mg","Reserve","Active","Sun Dec 10, 2023, 12:24PM","16"
"Daniel Bentley","WOL","G","katabe","Active","Reserve","Sun Dec 10, 2023, 12:24PM","16"
"Sam Johnstone","CRY","G","katabe","Reserve","Active","Sun Dec 10, 2023, 12:24PM","16"
"Mathias Jensen","BRF","M","tj","Active","Reserve","Sun Dec 10, 2023, 12:24PM","16"
"Marcus Tavernier","BOU","M","tj","Reserve","Active","Sun Dec 10, 2023, 12:24PM","16"
"Rasmus Hojlund","MUN","F","tj","Reserve","Active","Sun Dec 10, 2023, 12:12PM","17"
"Kieran Trippier","NEW","D","tj","Active","Reserve","Sun Dec 10, 2023, 11:57AM","17"
"Nicolas Jackson","CHE","F","katabe","Reserve","Active","Sun Dec 10, 2023, 11:19AM","17"
"Neal Maupay","EVE/BRF","F","katabe","Active","Reserve","Sun Dec 10, 2023, 11:19AM","17"
"Ezri Konsa","AVL","D","katabe","Reserve","Active","Sun Dec 10, 2023, 11:18AM","17"
"Sam Johnstone","CRY","G","katabe","Reserve","Active","Sun Dec 10, 2023, 11:18AM","17"
"David Raya","BRF/ARS","G","ben","Reserve","Active","Sun Dec 10, 2023, 10:04AM","17"
"Guglielmo Vicario","TOT","G","ben","Active","Reserve","Sun Dec 10, 2023, 10:04AM","17"
"Mathias Jensen","BRF","M","tj","Reserve","Active","Sun Dec 10, 2023, 7:38AM","17"
"Ben Chilwell","CHE","D","tj","Active","Reserve","Sun Dec 10, 2023, 7:38AM","17"
"Reece James","CHE","D","tj","Active","Inj Res","Sun Dec 10, 2023, 7:37AM","17"
"Ben Chilwell","CHE","D","tj","Inj Res","Active","Sun Dec 10, 2023, 7:37AM","17"
"Alfie Doughty","LUT","M","ben","Reserve","Active","Sun Dec 10, 2023, 5:53AM","16"
"John Stones","MCI","D","ben","Active","Reserve","Sun Dec 10, 2023, 5:53AM","16"
"Mathias Jensen","BRF","M","tj","Active","Reserve","Sun Dec 10, 2023, 12:14AM","17"
"Marcus Tavernier","BOU","M","tj","Reserve","Active","Sun Dec 10, 2023, 12:14AM","17"
"Lucas Digne","AVL","D","tj","Active","Reserve","Sun Dec 10, 2023, 12:14AM","17"
"Alex Moreno","AVL","D","tj","Reserve","Active","Sun Dec 10, 2023, 12:14AM","17"
"Joelinton","NEW","M","vu","Reserve","Active","Sat Dec 9, 2023, 11:35AM","16"
"Enzo Fernandez","CHE","M","vu","Active","Reserve","Sat Dec 9, 2023, 11:35AM","16"
"Ben Chilwell","CHE","D","tj","Reserve","Inj Res","Sat Dec 9, 2023, 10:34AM","16"
"Lucas Digne","AVL","D","tj","Reserve","Active","Sat Dec 9, 2023, 8:57AM","16"
"Ben Chilwell","CHE","D","tj","Active","Reserve","Sat Dec 9, 2023, 8:57AM","16"
"Alex Moreno","AVL","D","tj","Active","Reserve","Sat Dec 9, 2023, 8:34AM","16"
"Ben Chilwell","CHE","D","tj","Reserve","Active","Sat Dec 9, 2023, 8:34AM","16"
"Ben Chilwell","CHE","D","tj","Active","Reserve","Sat Dec 9, 2023, 8:34AM","16"
"Alex Moreno","AVL","D","tj","Reserve","Active","Sat Dec 9, 2023, 8:34AM","16"
"Alisson","LIV","G","sean","Reserve","Active","Sat Dec 9, 2023, 4:21AM","16"
"Caoimhin Kelleher","LIV","G","sean","Active","Reserve","Sat Dec 9, 2023, 4:21AM","16"
"Odsonne Edouard","CRY","F","mg","Active","Reserve","Sat Dec 9, 2023, 4:07AM","16"
"Christian Norgaard","BRF","M","mg","Reserve","Active","Sat Dec 9, 2023, 4:07AM","16"
"Ibrahima Konate","LIV","D","mg","Active","Reserve","Sat Dec 9, 2023, 4:05AM","16"
"Odsonne Edouard","CRY","F","mg","Reserve","Active","Sat Dec 9, 2023, 4:05AM","16"
"Michael Olise","CRY","M","tj","Active","Reserve","Sat Dec 9, 2023, 3:50AM","16"
"Ben Chilwell","CHE","D","tj","Inj Res","Active","Sat Dec 9, 2023, 3:50AM","16"
"Marcus Rashford","MUN","F","ben","Active","Reserve","Sat Dec 9, 2023, 1:06AM","16"
"Miguel Almiron","NEW","M","ben","Reserve","Active","Sat Dec 9, 2023, 1:06AM","16"
"Guglielmo Vicario","TOT","G","ben","Reserve","Active","Sat Dec 9, 2023, 12:43AM","16"
"David Raya","BRF/ARS","G","ben","Active","Reserve","Sat Dec 9, 2023, 12:43AM","16"
"Cristian Romero","TOT","D","mg","Active","Reserve","Fri Dec 8, 2023, 11:16PM","16"
"Vitalii Mykolenko","EVE","D","mg","Reserve","Active","Fri Dec 8, 2023, 11:16PM","16"
"Craig Dawson","WOL","D","katabe","Reserve","Active","Fri Dec 8, 2023, 8:48PM","16"
"Ezri Konsa","AVL","D","katabe","Active","Reserve","Fri Dec 8, 2023, 8:48PM","16"
"Ben Chilwell","CHE","D","tj","Reserve","Inj Res","Fri Dec 8, 2023, 6:42PM","16"
"Rasmus Hojlund","MUN","F","tj","Inj Res","Reserve","Fri Dec 8, 2023, 6:42PM","16"
"Ezri Konsa","AVL","D","katabe","Reserve","Active","Fri Dec 8, 2023, 5:22PM","16"
"Sam Johnstone","CRY","G","katabe","Active","Reserve","Fri Dec 8, 2023, 5:22PM","16"
"Daniel Bentley","WOL","G","katabe","Reserve","Active","Fri Dec 8, 2023, 5:22PM","16"
"Axel Disasi","CHE","D","rafa","Reserve","Active","Fri Dec 8, 2023, 10:07AM","16"
"Marc Guehi","CRY","D","rafa","Active","Reserve","Fri Dec 8, 2023, 10:07AM","16"
"Pape Sarr","TOT","M","aj","Active","Reserve","Fri Dec 8, 2023, 8:29AM","16"
"Evan Ferguson","BHA","F","aj","Reserve","Active","Fri Dec 8, 2023, 8:29AM","16"
"Lewis Dunk","BHA","D","aj","Reserve","Active","Fri Dec 8, 2023, 8:25AM","16"
"Bryan Mbeumo","BRF","F","aj","Active","Reserve","Fri Dec 8, 2023, 8:25AM","16"
"Pape Sarr","TOT","M","aj","Reserve","Active","Fri Dec 8, 2023, 8:25AM","16"
"Evan Ferguson","BHA","F","aj","Active","Reserve","Fri Dec 8, 2023, 8:25AM","16"
"Willy Boly","NOT","D","aj","Active","Reserve","Fri Dec 8, 2023, 8:22AM","16"
"Manuel Akanji","MCI","D","aj","Reserve","Active","Fri Dec 8, 2023, 8:22AM","16"
"Eberechi Eze","CRY","M","mg","Reserve","Active","Fri Dec 8, 2023, 7:43AM","16"
"John McGinn","AVL","M","mg","Active","Reserve","Fri Dec 8, 2023, 7:43AM","16"
"Jamaal Lascelles","NEW","D","mg","Reserve","Inj Res","Fri Dec 8, 2023, 7:43AM","16"
"Eberechi Eze","CRY","M","mg","Inj Res","Reserve","Fri Dec 8, 2023, 7:43AM","16"
"John McGinn","AVL","M","mg","Reserve","Active","Fri Dec 8, 2023, 7:40AM","16"
"Christian Norgaard","BRF","M","mg","Active","Reserve","Fri Dec 8, 2023, 7:40AM","16"
"Conor Gallagher","CHE","M","mg","Reserve","Active","Fri Dec 8, 2023, 7:40AM","16"
"John McGinn","AVL","M","mg","Active","Reserve","Fri Dec 8, 2023, 7:40AM","16"
"Christian Norgaard","BRF","M","mg","Reserve","Active","Fri Dec 8, 2023, 7:40AM","16"
"Odsonne Edouard","CRY","F","mg","Active","Reserve","Fri Dec 8, 2023, 7:40AM","16"
"Nathan Collins","BRF","D","mg","Reserve","Active","Fri Dec 8, 2023, 7:33AM","16"
"Vitalii Mykolenko","EVE","D","mg","Active","Reserve","Fri Dec 8, 2023, 7:33AM","16"
"Enzo Fernandez","CHE","M","vu","Reserve","Active","Fri Dec 8, 2023, 7:17AM","16"
"Jacob Ramsey","AVL","M","vu","Active","Reserve","Fri Dec 8, 2023, 7:17AM","16"
"Ben Mee","BRF","D","vu","Active","Reserve","Fri Dec 8, 2023, 7:17AM","16"
"Valentino Livramento","NEW","D","vu","Reserve","Active","Fri Dec 8, 2023, 7:17AM","16"
